parameter_id,parameter_family,purpose,value,status,unit,scope,evidence_ids,origin_type,adoption_reason,alternatives,uncertainty,sensitivity,calibration,model_version,release_gate,legacy_rule_ids,source_locator,live_default,notes
PAR_ONSEN_ENVIRONMENT_REQUIRED_INPUTS,activity_environment_required_inputs,onsen: 목표 결과별 환경모델 최종 필수 입력집합,null,unresolved,approved_input_ids,onsen × 실제 지원 장소 × 계절 × 대상/장비/노출 × 결과,AC05;AC06;AC07;SW12;SW13,설계가정,활동 관련 근거는 있으나 이 서비스의 승인된 실행값/집합은 아직 없다.정의 확정 전 관련 평가를 unknown/not_evaluable로 남긴다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_EXTERNAL_VALIDATION:pending,,model_spec.md §5; validation_plan.md §5–7,null,원모델 재현과 한국 후보를 구분;선택입력을 실제계산에쓰면 해당변형에서필수
PAR_ONSEN_RESPONSE_FUNCTION,activity_response_function,onsen: 활동/결과별 곡선·상호작용·가중치,null,unresolved,outcome_specific_model_parameters,onsen × 실제 지원 장소 × 계절 × 대상/장비/노출 × 결과,AC05;AC06;AC07;SW12;SW13,설계가정,활동 관련 근거는 있으나 이 서비스의 승인된 실행값/집합은 아직 없다.정의 확정 전 관련 평가를 unknown/not_evaluable로 남긴다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_PARAMETER_TRACE:pending;G_EXTERNAL_VALIDATION:pending,,model_spec.md §5; validation_plan.md §5–7,null,쾌적/만족/진술선택/관측행동각각.문헌최적온도단순평균/legacy가중치복사금지
PAR_RAFTING_SAFETY_REQUIRED_CHECKS,activity_safety_required_checks,rafting: 필수 안전 확인목록의 최종 승인,null,unresolved,approved_check_ids,rafting × 실제 지원 장소 × 계절 × 대상/장비/노출 × 결과,AC03;AC04;AC10,설계가정,활동 관련 근거는 있으나 이 서비스의 승인된 실행값/집합은 아직 없다.정의 확정 전 관련 평가를 unknown/not_evaluable로 남긴다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_SUPPORT:pending;G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_OPERATIONS:pending,,model_spec.md §5; validation_plan.md §5–7,null,model_spec.md §5 목록은 후보.시설/구역/계절/노출별 적용성과 필수자료 확보 검토 전 null.빈목록허용아님
PAR_RAFTING_DATA_MAX_AGE,activity_data_max_age,rafting: 입력별 허용 관측나이·예보 발표 신선도,null,unresolved,s_by_metric_and_time_role,rafting × 실제 지원 장소 × 계절 × 대상/장비/노출 × 결과,AC03;AC04;AC10,설계가정,활동 관련 근거는 있으나 이 서비스의 승인된 실행값/집합은 아직 없다.정의 확정 전 관련 평가를 unknown/not_evaluable로 남긴다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_OPERATIONS:pending,,model_spec.md §5; validation_plan.md §5–7,null,관측 age와 예보 issue freshness 별도.legacyTTL/worker반복주기를 기본허용나이로 복사하지 않음
PAR_RAFTING_SPATIAL_TOLERANCE,activity_spatial_tolerance,rafting: 입력/관측소→활동 구역의 공간 대표성 허용,null,unresolved,m_or_explicit_polygon_and_vertical_reference,rafting × 실제 지원 장소 × 계절 × 대상/장비/노출 × 결과,AC03;AC04;AC10,설계가정,활동 관련 근거는 있으나 이 서비스의 승인된 실행값/집합은 아직 없다.정의 확정 전 관련 평가를 unknown/not_evaluable로 남긴다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_SUPPORT:pending;G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_EXTERNAL_VALIDATION:pending,,model_spec.md §5; validation_plan.md §5–7,null,미정 수치반경을0/가장가까운관측소로 대체하지 않음.수심/방향/기준면 등 별도
PAR_RAFTING_ENVIRONMENT_REQUIRED_INPUTS,activity_environment_required_inputs,rafting: 목표 결과별 환경모델 최종 필수 입력집합,null,unresolved,approved_input_ids,rafting × 실제 지원 장소 × 계절 × 대상/장비/노출 × 결과,AC03;AC04;AC10,설계가정,활동 관련 근거는 있으나 이 서비스의 승인된 실행값/집합은 아직 없다.정의 확정 전 관련 평가를 unknown/not_evaluable로 남긴다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_EXTERNAL_VALIDATION:pending,,model_spec.md §5; validation_plan.md §5–7,null,원모델 재현과 한국 후보를 구분;선택입력을 실제계산에쓰면 해당변형에서필수
PAR_RAFTING_RESPONSE_FUNCTION,activity_response_function,rafting: 활동/결과별 곡선·상호작용·가중치,null,unresolved,outcome_specific_model_parameters,rafting × 실제 지원 장소 × 계절 × 대상/장비/노출 × 결과,AC03;AC04;AC10,설계가정,활동 관련 근거는 있으나 이 서비스의 승인된 실행값/집합은 아직 없다.정의 확정 전 관련 평가를 unknown/not_evaluable로 남긴다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_PARAMETER_TRACE:pending;G_EXTERNAL_VALIDATION:pending,,model_spec.md §5; validation_plan.md §5–7,null,쾌적/만족/진술선택/관측행동각각.문헌최적온도단순평균/legacy가중치복사금지
PAR_WATER_QUALITY_VALIDITY,cross_cutting_unresolved,수질 채수 시료의 현재/미래 대표성,null,unresolved,s_and_site_conditions,공통 설계,SW04;SW05;SW07,설계가정,설계에 필요한 결정이나 현재 승인된 실행값이 없다.결정 전 기본숫자/묵시적 추론을 제공하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_OPERATIONS:pending,,"model_spec.md §5–7; validation_plan.md §3,§5–7",null,시료층/위치/검사방법/날짜/강우 유출 별도.과거합격/시즌중앙값으로 현재안전판정금지
PAR_KOREA_MICROBIAL_THRESHOLDS,cross_cutting_unresolved,한국 관할별 물접촉 미생물 기준과 적용 정책,null,unresolved,organism_specific_count_and_sample_unit,공통 설계,SW04;SW05;SW07,설계가정,설계에 필요한 결정이나 현재 승인된 실행값이 없다.결정 전 기본숫자/묵시적 추론을 제공하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_OPERATIONS:pending,,"model_spec.md §5–7; validation_plan.md §3,§5–7",null,한국 법정 임계값을 이번 근거패키지에서 검증했다고 하지 않음.법령/공식운영원문별도확인
PAR_RAFTING_SITE_HYDRAULICS,cross_cutting_unresolved,실제 운항구간의 Q/Qmin/Qoptimal/Qmax 또는 수위변환,null,unresolved,m3_per_s_or_m_with_datum,공통 설계,AC03;AC04;AC10,설계가정,설계에 필요한 결정이나 현재 승인된 실행값이 없다.결정 전 기본숫자/묵시적 추론을 제공하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_OPERATIONS:pending,,"model_spec.md §5–7; validation_plan.md §3,§5–7",null,미국 Dolores3000/2000cfs나 legacy테스트10/20/30/40복사금지
PAR_SURF_BREAK_TRANSFER,cross_cutting_unresolved,파고/주기/방향/풍향의 해안·브레이크별 대응,null,unresolved,m_s_degrees_m_per_s,공통 설계,AC01;AC02;AC11,설계가정,설계에 필요한 결정이나 현재 승인된 실행값이 없다.결정 전 기본숫자/묵시적 추론을 제공하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_OPERATIONS:pending,,"model_spec.md §5–7; validation_plan.md §3,§5–7",null,부이유의파고와쇄파대파고혼동금지.숙련수준별함수필요
PAR_MUDFLAT_RETURN_MARGIN,cross_cutting_unresolved,공식 체험창과 실제 경로 귀환 여유,null,unresolved,min_and_route,공통 설계,AC08;AC09,설계가정,설계에 필요한 결정이나 현재 승인된 실행값이 없다.결정 전 기본숫자/묵시적 추론을 제공하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_OPERATIONS:pending,,"model_spec.md §5–7; validation_plan.md §3,§5–7",null,간조±고정시간 또는전국고정귀환분 미정;운영자와침수/조류자료로현장승인
PAR_USER_CONTEXT_VALIDATED_SCOPE,cross_cutting_unresolved,나이/장비/숙련/노출/상태별 적용범위,null,unresolved,explicit_population_context,공통 설계,SW01;SW02;SW03;SW06;SW12;SW13;AC05;AC06;AC07,설계가정,설계에 필요한 결정이나 현재 승인된 실행값이 없다.결정 전 기본숫자/묵시적 추론을 제공하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_OPERATIONS:pending,,"model_spec.md §5–7; validation_plan.md §3,§5–7",null,성인연구를아동/고령자에게확대금지.의료민감정보GET필드신설의미아님
PAR_CONFLICT_RESOLUTION,cross_cutting_unresolved,동시간·동변수 출처 충돌 해소와 우선순위,null,unresolved,approved_provider_variable_rules,공통 설계,,설계가정,설계에 필요한 결정이나 현재 승인된 실행값이 없다.결정 전 기본숫자/묵시적 추론을 제공하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_OPERATIONS:pending,,"model_spec.md §5–7; validation_plan.md §3,§5–7",null,수치평균/가장높은점수/최근fetch우선금지;미승인충돌unknown
PAR_UNKNOWN_ISSUE_TIME_POLICY,cross_cutting_unresolved,발표시각 미상 예보의 사용 허용조건,null,unresolved,policy_by_provider_model,공통 설계,,설계가정,설계에 필요한 결정이나 현재 승인된 실행값이 없다.결정 전 기본숫자/묵시적 추론을 제공하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_OPERATIONS:pending,,"model_spec.md §5–7; validation_plan.md §3,§5–7",null,fetched_at대체금지;당시수집가능과당시발표시각확정은다름
PAR_SCORE_ROUNDING,cross_cutting_unresolved,향후 활동모델별 출력 반올림,null,unresolved,index_points,공통 설계,,설계가정,설계에 필요한 결정이나 현재 승인된 실행값이 없다.결정 전 기본숫자/묵시적 추론을 제공하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_OPERATIONS:pending,,"model_spec.md §5–7; validation_plan.md §3,§5–7",null,기본numeric모델미정.정수화/Pythonround전용금지
PAR_SCORE_CLIPPING,cross_cutting_unresolved,향후 활동모델별 원값과 표시범위 변환,null,unresolved,index_points,공통 설계,,설계가정,설계에 필요한 결정이나 현재 승인된 실행값이 없다.결정 전 기본숫자/묵시적 추론을 제공하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_OPERATIONS:pending,,"model_spec.md §5–7; validation_plan.md §3,§5–7",null,0–100표시선택만으로원식clip근거생기지않음
PAR_PARTIAL_INTERVAL_AGGREGATION,cross_cutting_unresolved,부분시간 평가를 기간 전체로 결합하는 함수,null,unresolved,model_specific_time_aggregation,공통 설계,HC01;AC10,설계가정,설계에 필요한 결정이나 현재 승인된 실행값이 없다.결정 전 기본숫자/묵시적 추론을 제공하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_OPERATIONS:pending,,"model_spec.md §5–7; validation_plan.md §3,§5–7",null,평균/최저점/정오대표값미정;실제창부분반환과gap표시가능
PAR_ENVIRONMENT_EVALUABILITY_COVERAGE,cross_cutting_unresolved,환경 입력/시간 coverage 평가 가능 정책,null,unresolved,metric_specific_count_or_fraction,공통 설계,HC01,설계가정,설계에 필요한 결정이나 현재 승인된 실행값이 없다.결정 전 기본숫자/묵시적 추론을 제공하지 않는다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,한국 대상/장소/계절의 수치적 타당성은 아직 검증되지 않았다.,validation_plan.md의 경계·결측·시간·범위 사례와 실제 장애 패턴을 확인한다.,승인 대상과 적용 범위·결정자·날짜를 기록하고 필요한 경우 한국 자료로 보정한다.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_PARAMETER_TRACE:pending;G_RULE_VERIFICATION:pending;G_OPERATIONS:pending,,"model_spec.md §5–7; validation_plan.md §3,§5–7",null,legacy활동별.70–.90복사금지.필수안전100%대체하는coverage점수없음
PAR_API_PAGE_SIZE_MAX,api_operating_limit,평가 API 한 페이지 상한,100,adopted_design_constraint,rows,미구현 평가 API 조회 계약,,설계가정,조회 부하·현행 제한과 UI 일관성을 위한 서비스 설계값.과학적 임계값이나 모델 성능값이 아니다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,새 endpoint의 실제 부하·응답시간은 아직 측정하지 않았다.,"경계 바로 아래/같음/초과, page×page_size 및창최대초과 요청을계약사례검증;부하실측후변경은계약버전검토.",후속 구현의 부하 관측과 UI 페이지네이션 검증;과학적계수보정대상아님.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_RULE_VERIFICATION:pending;G_FE_RELEASE:pending;G_OPERATIONS:pending,,canonical_contract.md API 운영값; api_contract.md,null,현행 자료조회 상수를 잇는 설계이며 이 새 평가route가현재존재하는것은아님.
PAR_API_PAGE_MAX,api_operating_limit,평가 API page 번호 상한,1000,adopted_design_constraint,page_number,미구현 평가 API 조회 계약,,설계가정,조회 부하·현행 제한과 UI 일관성을 위한 서비스 설계값.과학적 임계값이나 모델 성능값이 아니다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,새 endpoint의 실제 부하·응답시간은 아직 측정하지 않았다.,"경계 바로 아래/같음/초과, page×page_size 및창최대초과 요청을계약사례검증;부하실측후변경은계약버전검토.",후속 구현의 부하 관측과 UI 페이지네이션 검증;과학적계수보정대상아님.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_RULE_VERIFICATION:pending;G_FE_RELEASE:pending;G_OPERATIONS:pending,,canonical_contract.md API 운영값; api_contract.md,null,현행 자료조회 상수를 잇는 설계이며 이 새 평가route가현재존재하는것은아님.
PAR_API_PAGE_SIZE_DEFAULT,api_operating_limit,API page_size 생략 기본값,25,adopted_design_constraint,rows,미구현 평가 API 조회 계약,,설계가정,조회 부하·현행 제한과 UI 일관성을 위한 서비스 설계값.과학적 임계값이나 모델 성능값이 아니다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,새 endpoint의 실제 부하·응답시간은 아직 측정하지 않았다.,"경계 바로 아래/같음/초과, page×page_size 및창최대초과 요청을계약사례검증;부하실측후변경은계약버전검토.",후속 구현의 부하 관측과 UI 페이지네이션 검증;과학적계수보정대상아님.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_RULE_VERIFICATION:pending;G_FE_RELEASE:pending;G_OPERATIONS:pending,,canonical_contract.md API 운영값; api_contract.md,null,현행 자료조회 상수를 잇는 설계이며 이 새 평가route가현재존재하는것은아님.
PAR_API_PAGE_SIZE_UI,api_operating_limit,자료표 UI 요청 page_size,100,adopted_design_constraint,rows,미구현 평가 API 조회 계약,,설계가정,조회 부하·현행 제한과 UI 일관성을 위한 서비스 설계값.과학적 임계값이나 모델 성능값이 아니다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,새 endpoint의 실제 부하·응답시간은 아직 측정하지 않았다.,"경계 바로 아래/같음/초과, page×page_size 및창최대초과 요청을계약사례검증;부하실측후변경은계약버전검토.",후속 구현의 부하 관측과 UI 페이지네이션 검증;과학적계수보정대상아님.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_RULE_VERIFICATION:pending;G_FE_RELEASE:pending;G_OPERATIONS:pending,,canonical_contract.md API 운영값; api_contract.md,null,현행 자료조회 상수를 잇는 설계이며 이 새 평가route가현재존재하는것은아님.
PAR_API_MAX_WINDOW_DAYS,api_operating_limit,단일 장소·활동 조회 시간창 상한,31,adopted_design_constraint,days,미구현 평가 API 조회 계약,,설계가정,조회 부하·현행 제한과 UI 일관성을 위한 서비스 설계값.과학적 임계값이나 모델 성능값이 아니다.,별도 근거·승인·버전으로 대안을 기록; 조용한 기본값 대체 금지,새 endpoint의 실제 부하·응답시간은 아직 측정하지 않았다.,"경계 바로 아래/같음/초과, page×page_size 및창최대초과 요청을계약사례검증;부하실측후변경은계약버전검토.",후속 구현의 부하 관측과 UI 페이지네이션 검증;과학적계수보정대상아님.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_INPUT_CONTRACT:pending;G_RULE_VERIFICATION:pending;G_FE_RELEASE:pending;G_OPERATIONS:pending,,canonical_contract.md API 운영값; api_contract.md,null,31일은조회상한일뿐실제예보coverage가아님.
PAR_VALIDATION_A_ERROR,validation_acceptance,열감각/열쾌적/만족 각 척도의 주오차·최소개선,null,unresolved,outcome_scale_or_loss,활동 × 결과 × 대상/장소/계절 × 주지표별 사전 정의; 하나의 전국공통숫자 아님,HC06;HC09;SW01;SW02;SW03,설계가정,문헌 통계량/기존 점수경계를 출시합격선으로 복사하지 않는다.현재 사전 합격선과 표본계획은 미정.,목표 결과에 맞는지표/비교기준/불확실성법을 pilot이후 평가셋개봉전에 선택·고정.,pilot 분산·사건발생률·반복/군집상관·결측·비응답과 의미있는효과크기 미확정.,validation_plan.md §6의 외부holdout·군집·결측·공간/계절·변수중복 분석.,목표/주지표/손실비용/표본계획 사전등록; pilot에서 계획추정;외부검증셋을보며합격선조정금지.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_PARAMETER_TRACE:pending;G_EXTERNAL_VALIDATION:pending;G_OPERATIONS:pending,,validation_plan.md §5–7,null,null은 합격/0오차/요구없음을 뜻하지 않음.실험결과보고시예정대비변경사유필수.
PAR_VALIDATION_B1_CHOICE,validation_acceptance,진술선택의 주지표·보정·기준 대비 개선,null,unresolved,predeclared_choice_metric,활동 × 결과 × 대상/장소/계절 × 주지표별 사전 정의; 하나의 전국공통숫자 아님,HC03;HC04;HC18,설계가정,문헌 통계량/기존 점수경계를 출시합격선으로 복사하지 않는다.현재 사전 합격선과 표본계획은 미정.,목표 결과에 맞는지표/비교기준/불확실성법을 pilot이후 평가셋개봉전에 선택·고정.,pilot 분산·사건발생률·반복/군집상관·결측·비응답과 의미있는효과크기 미확정.,validation_plan.md §6의 외부holdout·군집·결측·공간/계절·변수중복 분석.,목표/주지표/손실비용/표본계획 사전등록; pilot에서 계획추정;외부검증셋을보며합격선조정금지.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_PARAMETER_TRACE:pending;G_EXTERNAL_VALIDATION:pending;G_OPERATIONS:pending,,validation_plan.md §5–7,null,null은 합격/0오차/요구없음을 뜻하지 않음.실험결과보고시예정대비변경사유필수.
PAR_VALIDATION_B2_PREDICT,validation_acceptance,실제행동별 주지표·기초모델 대비 개선,null,unresolved,predeclared_behavior_metric,활동 × 결과 × 대상/장소/계절 × 주지표별 사전 정의; 하나의 전국공통숫자 아님,HC02;HC06;HC07;AC12;AC13;AC14;AC15;KR01,설계가정,문헌 통계량/기존 점수경계를 출시합격선으로 복사하지 않는다.현재 사전 합격선과 표본계획은 미정.,목표 결과에 맞는지표/비교기준/불확실성법을 pilot이후 평가셋개봉전에 선택·고정.,pilot 분산·사건발생률·반복/군집상관·결측·비응답과 의미있는효과크기 미확정.,validation_plan.md §6의 외부holdout·군집·결측·공간/계절·변수중복 분석.,목표/주지표/손실비용/표본계획 사전등록; pilot에서 계획추정;외부검증셋을보며합격선조정금지.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_PARAMETER_TRACE:pending;G_EXTERNAL_VALIDATION:pending;G_OPERATIONS:pending,,validation_plan.md §5–7,null,null은 합격/0오차/요구없음을 뜻하지 않음.실험결과보고시예정대비변경사유필수.
PAR_VALIDATION_C_RECALL,validation_acceptance,통제·위험정보 누락/오차/unknown 합격선,null,unresolved,recall_with_uncertainty_and_false_block_cost,활동 × 결과 × 대상/장소/계절 × 주지표별 사전 정의; 하나의 전국공통숫자 아님,SW07;SW08;SW09;SW10;SW11;AC09,설계가정,문헌 통계량/기존 점수경계를 출시합격선으로 복사하지 않는다.현재 사전 합격선과 표본계획은 미정.,목표 결과에 맞는지표/비교기준/불확실성법을 pilot이후 평가셋개봉전에 선택·고정.,pilot 분산·사건발생률·반복/군집상관·결측·비응답과 의미있는효과크기 미확정.,validation_plan.md §6의 외부holdout·군집·결측·공간/계절·변수중복 분석.,목표/주지표/손실비용/표본계획 사전등록; pilot에서 계획추정;외부검증셋을보며합격선조정금지.,pongdang-water-assessment@0.1.0-draft;params.0.1.0-draft,G_PARAMETER_TRACE:pending;G_EXTERNAL_VALIDATION:pending;G_OPERATIONS:pending,,validation_plan.md §5–7,null,null은 합격/0오차/요구없음을 뜻하지 않음.실험결과보고시예정대비변경사유필수.
